Received Log:

[9 jul. 2022 11:34:09 a. m.] ASCII:
#---INI---#
Visualiti;UNIX;SM1;SM2
ID;UXTIME;m3/m3;m3/m3
C136;1655460000;38.5;21.7
C136;1655463600;39.0;21.9
C136;1655467200;38.1;22.6
C136;1655470800;38.1;20.9
C136;1655474400;38.5;22.8
C136;1655478000;39.8;34.2
C136;1655481600;41.1;39.9
C136;1655485200;40.8;40.2
C136;1655488800;40.1;38.2
C136;1655492400;38.8;37.9
C136;1655496000;40.9;38.2
C136;1655499600;39.7;38.4
C136;1655503200;41.5;37.0
C136;1655506800;42.0;37.4
C136;1655510400;40.4;37.8
C136;1655514000;40.8;36.6
C136;1655517600;39.3;35.1
C136;1655521200;40.4;36.8
C136;1655524800;41.2;37.3
C136;1655528400;38.9;37.4
C136;1655532000;41.3;36.4
C136;1655535600;39.9;36.6
C136;1655539200;39.9;36.4
C136;1655542800;39.5;36.3
C136;1655546400;38.4;36.0
C136;1655550000;39.5;36.5
C136;1655553600;39.0;32.7
C136;1655557200;38.3;33.4
C136;1655560800;38.2;37.6
C136;1655564400;39.9;38.6
C136;1655568000;40.8;36.9
C136;1655571600;39.8;37.5
C136;1655575200;40.5;36.9
C136;1655578800;39.7;36.0
C136;1655582400;39.9;37.0
C136;1655586000;39.7;38.9
C136;1655589600;40.2;37.9
C136;1655593200;37.5;37.9
C136;1655596800;39.1;36.5
C136;1655600400;40.0;36.7
C136;1655604000;40.4;37.2
C136;1655607600;40.4;35.6
C136;1655611200;38.2;37.5
C136;1655614800;41.6;37.3
C136;1655618400;40.4;35.2
C136;1655622000;39.7;35.5
C136;1655625600;39.0;34.3
C136;1655629200;37.9;36.8
C136;1655632800;40.1;34.5
C136;1655636400;38.6;34.9
C136;1655640000;38.6;34.4
C136;1655643600;38.7;36.9
C136;1655647200;39.9;35.1
C136;1655650800;38.5;34.5
C136;1655654400;38.6;31.9
C136;1655658000;38.8;33.0
C136;1655661600;40.0;33.6
C136;1655665200;38.6;33.9
C136;1655668800;40.5;36.1
C136;1655672400;38.5;35.7
C136;1655676000;40.9;34.4
C136;1655679600;39.9;35.1
C136;1655683200;38.3;35.7
C136;1655686800;41.2;32.4
C136;1655690400;40.5;33.4
C136;1655694000;39.7;36.2
C136;1655697600;41.6;32.4
C136;1655701200;40.1;36.3
C136;1655704800;41.2;33.0
C136;1655708400;39.0;33.6
C136;1655712000;39.7;34.4
C136;1655715600;38.8;33.4
C136;1655719200;38.6;36.2
C136;1655722800;38.9;32.0
C136;1655726400;38.2;34.9
C136;1655730000;38.7;32.1
C136;1655733600;40.4;33.2
C136;1655737200;40.2;32.3
C136;1655740800;40.0;32.8
C136;1655744400;37.9;35.2
C136;1655748000;39.3;35.9
C136;1655751600;38.4;36.7
C136;1655755200;39.8;38.6
C136;1655758800;40.5;37.8
C136;1655762400;37.3;39.3
C136;1655766000;40.2;34.9
C136;1655769600;41.2;36.9
C136;1655773200;39.5;37.0
C136;1655776800;39.9;37.3
C136;1655780400;41.2;34.7
C136;1655784000;39.8;37.6
C136;1655787600;39.6;39.5
C136;1655791200;40.1;38.8
C136;1655794800;39.3;36.5
C136;1655798400;40.3;38.6
C136;1655802000;39.4;39.5
C136;1655805600;38.2;37.3
C136;1655809200;39.8;38.2
C136;1655812800;38.2;38.6
C136;1655816400;40.3;35.8
C136;1655820000;39.5;36.6
C136;1655823600;40.0;36.5
C136;1655827200;40.2;34.4
C136;1655830800;39.0;34.1
C136;1655834400;38.6;35.9
C136;1655838000;40.0;35.0
C136;1655841600;39.7;34.0
C136;1655845200;40.2;33.1
C136;1655848800;40.3;34.8
C136;1655852400;40.1;33.8
C136;1655856000;39.7;34.2
C136;1655859600;41.8;31.5
C136;1655863200;39.6;32.7
C136;1655866800;37.7;35.4
C136;1655870400;39.5;38.6
C136;1655874000;38.3;37.7
C136;1655877600;39.9;39.2
C136;1655881200;40.9;39.6
C136;1655884800;40.2;40.0
C136;1655888400;41.1;37.3
C136;1655892000;38.9;36.0
C136;1655895600;39.3;39.2
C136;1655899200;39.0;36.7
C136;1655902800;41.1;37.6
C136;1655906400;39.7;38.4
C136;1655910000;40.0;37.6
C136;1655913600;40.5;36.4
C136;1655917200;40.2;35.3
C136;1655920800;41.3;34.0
C136;1655924400;40.4;34.7
C136;1655928000;38.5;33.3
C136;1655931600;42.0;36.0
C136;1655935200;39.8;32.2
C136;1655938800;40.6;34.8
C136;1655942400;39.9;34.7
C136;1655946000;39.2;33.2
C136;1655949600;39.6;35.6
C136;1655953200;40.5;33.2
C136;1655956800;40.9;36.6
C136;1655960400;41.6;37.4
C136;1655964000;41.8;37.0
C136;1655967600;41.1;37.9
C136;1655971200;40.5;40.2
C136;1655974800;41.1;39.2
C136;1655978400;40.4;40.2
C136;1655982000;41.6;41.3
C136;1655985600;38.1;41.6
C136;1655989200;41.4;41.0
C136;1655992800;38.7;38.8
C136;1655996400;40.5;39.6
C136;1656000000;41.7;41.6
C136;1656003600;40.5;39.7
C136;1656007200;39.2;43.5
C136;1656010800;40.0;39.4
C136;1656014400;41.2;42.1
C136;1656018000;40.2;39.2
C136;1656021600;40.8;40.5
C136;1656025200;40.9;38.7
C136;1656028800;39.7;41.5
C136;1656032400;40.6;43.2
C136;1656036000;40.1;43.5
C136;1656039600;39.7;38.7
C136;1656043200;41.4;43.5
C136;1656046800;42.1;39.8
C136;1656050400;40.8;38.2
C136;1656054000;42.1;40.0
C136;1656057600;41.4;41.5
C136;1656061200;38.8;41.7
C136;1656064800;41.1;38.1
C136;1656068400;40.6;38.3
C136;1656072000;39.7;36.5
C136;1656075600;41.7;37.2
C136;1656079200;39.6;37.4
C136;1656082800;41.6;39.3
C136;1656086400;41.4;41.4
C136;1656090000;41.7;43.9
C136;1656093600;41.0;41.1
C136;1656097200;41.7;40.1
C136;1656100800;39.2;43.1
C136;1656104400;39.5;38.7
C136;1656108000;40.3;41.8
C136;1656111600;38.9;38.1
C136;1656115200;39.8;40.0
C136;1656118800;41.7;41.0
C136;1656122400;40.6;39.8
C136;1656126000;38.2;38.4
C136;1656129600;40.6;40.2
C136;1656133200;39.1;39.2
C136;1656136800;41.3;37.4
C136;1656140400;41.3;39.2
C136;1656144000;39.5;37.4
C136;1656147600;41.1;37.9
C136;1656151200;39.1;37.2
C136;1656154800;40.7;39.0
C136;1656158400;40.9;40.0
C136;1656162000;39.0;40.7
C136;1656165600;41.5;38.4
C136;1656169200;39.7;41.2
C136;1656172800;39.8;36.0
C136;1656176400;40.4;37.9
C136;1656180000;42.0;38.1
C136;1656183600;40.7;38.6
C136;1656187200;40.6;38.5
C136;1656190800;38.4;38.9
C136;1656194400;38.5;39.9
C136;1656198000;38.5;38.9
C136;1656201600;40.8;37.5
C136;1656205200;40.2;38.1
C136;1656208800;41.1;40.1
C136;1656212400;40.1;40.9
C136;1656216000;40.0;38.1
C136;1656219600;41.8;40.8
C136;1656223200;38.8;38.0
C136;1656226800;41.3;39.6
C136;1656230400;39.3;40.1
C136;1656234000;41.4;40.4
C136;1656237600;40.2;40.0
C136;1656241200;41.1;41.8
C136;1656244800;40.1;42.3
C136;1656248400;40.1;39.7
C136;1656252000;41.8;41.5
C136;1656255600;41.3;43.4
C136;1656259200;41.8;42.4
C136;1656262800;41.3;43.6
C136;1656266400;40.3;38.9
C136;1656270000;41.5;39.9
C136;1656273600;41.3;40.1
C136;1656277200;41.1;40.5
C136;1656280800;40.8;38.9
C136;1656284400;38.4;37.8
C136;1656288000;40.8;39.7
C136;1656291600;39.0;38.0
C136;1656295200;40.4;37.4
C136;1656298800;39.4;37.7
C136;1656302400;41.1;38.1
C136;1656306000;41.3;40.0
C136;1656309600;41.8;38.4
C136;1656313200;41.5;38.7
C136;1656316800;38.3;38.4
C136;1656320400;38.5;36.7
C136;1656324000;40.9;37.1
C136;1656327600;40.6;38.3
C136;1656331200;40.5;37.7
C136;1656334800;39.8;34.7
C136;1656338400;39.4;36.6
C136;1656342000;40.6;33.8
C136;1656345600;39.7;36.5
C136;1656349200;40.4;35.3
C136;1656352800;40.1;33.8
C136;1656356400;41.2;35.6
C136;1656360000;38.6;34.0
C136;1656363600;39.9;33.7
C136;1656367200;38.0;33.9
C136;1656370800;40.8;34.3
C136;1656374400;37.4;36.0
C136;1656378000;37.2;34.6
C136;1656381600;38.2;32.8
C136;1656385200;40.4;34.9
C136;1656388800;39.2;33.4
C136;1656392400;41.3;34.8
C136;1656396000;39.2;34.5
C136;1656399600;40.4;35.2
C136;1656403200;40.8;32.4
C136;1656406800;39.2;32.7
C136;1656410400;40.7;34.8
C136;1656414000;39.9;33.7
C136;1656417600;40.9;33.8
C136;1656421200;40.6;32.3
C136;1656424800;40.2;33.5
C136;1656428400;38.8;30.7
C136;1656432000;39.0;31.7
C136;1656435600;41.1;31.0
C136;1656439200;39.6;32.3
C136;1656442800;40.8;30.7
C136;1656446400;39.0;32.8
C136;1656450000;37.6;29.9
C136;1656453600;40.3;30.6
C136;1656457200;37.0;32.7
C136;1656460800;37.8;29.3
C136;1656464400;40.3;32.7
C136;1656468000;38.0;33.0
C136;1656471600;40.0;31.6
C136;1656475200;40.1;31.1
C136;1656478800;40.6;31.6
C136;1656482400;38.3;30.9
C136;1656486000;39.4;31.1
C136;1656489600;40.5;31.1
C136;1656493200;40.5;31.3
C136;1656496800;40.4;30.3
C136;1656500400;40.7;31.1
C136;1656504000;7.0;6.1
C136;1656507600;38.8;29.1
C136;1656511200;39.0;29.0
C136;1656514800;38.6;29.7
C136;1656518400;40.0;27.9
C136;1656522000;40.5;27.3
C136;1656525600;39.6;25.7
C136;1656529200;37.9;29.2
C136;1656532800;39.7;26.8
C136;1656536400;39.8;27.0
C136;1656540000;39.5;27.0
C136;1656543600;40.0;26.3
C136;1656547200;39.0;26.2
C136;1656550800;37.0;27.1
C136;1656554400;39.6;26.9
C136;1656558000;40.5;25.9
C136;1656561600;39.4;26.5
C136;1656565200;38.9;26.2
C136;1656568800;37.7;26.4
C136;1656572400;38.0;25.0
C136;1656576000;42.0;25.1
C136;1656579600;38.6;26.9
C136;1656583200;39.4;28.0
C136;1656586800;38.1;28.0
C136;1656590400;38.3;25.1
C136;1656594000;40.4;39.0
C136;1656597600;40.0;39.2
C136;1656601200;40.8;40.2
C136;1656604800;38.9;39.0
C136;1656608400;40.2;39.1
C136;1656612000;41.0;38.2
C136;1656615600;41.3;34.5
C136;1656619200;39.8;35.6
C136;1656622800;38.4;37.7
C136;1656626400;41.4;37.1
C136;1656630000;41.3;34.7
C136;1656633600;37.1;37.9
C136;1656637200;41.0;35.8
C136;1656640800;40.3;37.9
C136;1656644400;39.7;37.0
C136;1656648000;37.6;37.4
C136;1656651600;40.2;35.9
C136;1656655200;37.1;36.5
C136;1656658800;40.2;37.8
C136;1656662400;40.6;37.0
C136;1656666000;40.0;34.4
C136;1656669600;39.3;35.6
C136;1656673200;38.2;34.3
C136;1656676800;39.0;37.3
C136;1656680400;38.1;33.6
C136;1656684000;38.8;33.5
C136;1656687600;38.1;32.6
C136;1656691200;40.3;34.3
C136;1656694800;40.6;33.1
C136;1656698400;39.6;34.5
C136;1656702000;39.6;35.1
C136;1656705600;41.7;34.7
C136;1656709200;41.9;31.3
C136;1656712800;40.1;33.0
C136;1656716400;38.6;30.7
C136;1656720000;40.6;33.8
C136;1656723600;40.7;33.4
C136;1656727200;39.8;33.0
C136;1656730800;41.5;33.0
C136;1656734400;41.6;30.8
C136;1656738000;40.1;31.7
C136;1656741600;38.6;32.2
C136;1656745200;39.8;31.8
C136;1656748800;38.1;31.5
C136;1656752400;38.4;30.5
C136;1656756000;38.3;34.1
C136;1656759600;39.0;29.7
C136;1656763200;39.7;32.5
C136;1656766800;38.4;29.7
C136;1656770400;39.2;40.2
C136;1656774000;39.7;38.3
C136;1656777600;41.2;37.0
C136;1656781200;41.2;38.3
C136;1656784800;38.7;34.7
C136;1656788400;40.5;37.2
C136;1656792000;37.8;36.4
C136;1656795600;40.4;36.8
C136;1656799200;40.7;37.7
C136;1656802800;40.4;36.4
C136;1656806400;39.9;37.6
C136;1656810000;37.5;35.8
C136;1656813600;39.4;35.4
C136;1656817200;37.1;35.2
C136;1656820800;40.1;36.3
C136;1656824400;38.5;34.7
C136;1656828000;38.7;36.4
C136;1656831600;40.0;38.4
C136;1656835200;40.4;36.8
C136;1656838800;40.1;36.1
C136;1656842400;38.7;37.9
C136;1656846000;38.9;35.8
C136;1656849600;38.8;34.8
C136;1656853200;40.5;34.5
C136;1656856800;39.0;33.5
C136;1656860400;40.3;34.5
C136;1656864000;40.2;33.1
C136;1656867600;39.8;32.1
C136;1656871200;41.3;32.1
C136;1656874800;41.7;31.8
C136;1656878400;40.3;30.3
C136;1656882000;39.1;32.5
C136;1656885600;41.7;30.2
C136;1656889200;38.3;34.9
C136;1656892800;39.6;32.8
C136;1656896400;39.0;32.7
C136;1656900000;38.6;32.2
C136;1656903600;40.0;31.1
C136;1656907200;37.8;34.0
C136;1656910800;39.2;32.7
C136;1656914400;39.8;32.1
C136;1656918000;39.0;33.4
C136;1656921600;37.9;30.9
C136;1656925200;40.5;33.3
C136;1656928800;40.9;35.9
C136;1656932400;39.9;36.3
C136;1656936000;39.5;36.3
C136;1656939600;39.1;35.8
C136;1656943200;39.7;34.0
C136;1656946800;40.3;34.7
C136;1656950400;40.4;36.0
C136;1656954000;39.8;38.2
C136;1656957600;40.9;38.3
C136;1656961200;40.8;38.7
C136;1656964800;40.9;40.8
C136;1656968400;40.9;38.7
C136;1656972000;39.9;38.3
C136;1656975600;40.8;36.9
C136;1656979200;37.7;35.9
C136;1656982800;39.2;36.6
C136;1656986400;40.6;39.6
C136;1656990000;40.7;38.2
C136;1656993600;40.5;39.7
C136;1656997200;38.7;39.8
C136;1657000800;37.8;40.4
C136;1657004400;40.9;38.7
C136;1657008000;40.5;40.8
C136;1657011600;39.8;41.5
C136;1657015200;40.5;37.9
C136;1657018800;41.2;39.4
C136;1657022400;40.9;38.4
C136;1657026000;39.1;36.1
C136;1657029600;39.5;35.3
C136;1657033200;39.8;37.1
C136;1657036800;40.8;38.9
C136;1657040400;39.9;36.7
C136;1657044000;40.3;37.9
C136;1657047600;41.5;36.4
C136;1657051200;39.6;38.9
C136;1657054800;40.4;35.0
C136;1657058400;39.7;35.4
C136;1657062000;37.5;38.7
C136;1657065600;37.5;34.7
C136;1657069200;40.3;37.3
C136;1657072800;38.9;35.1
C136;1657076400;40.1;37.4
C136;1657080000;39.2;34.3
C136;1657083600;40.2;38.4
C136;1657087200;38.9;37.4
C136;1657090800;40.5;36.9
C136;1657094400;40.5;38.1
C136;1657098000;40.9;34.5
C136;1657101600;41.7;38.1
C136;1657105200;40.0;38.6
C136;1657108800;39.5;37.3
C136;1657112400;40.2;37.5
C136;1657116000;40.1;35.3
C136;1657119600;40.6;36.7
C136;1657123200;39.8;35.2
C136;1657126800;39.6;37.0
C136;1657130400;39.1;36.0
C136;1657134000;40.6;35.1
C136;1657137600;38.9;37.0
C136;1657141200;40.7;34.1
C136;1657144800;39.7;33.9
C136;1657148400;40.4;34.8
C136;1657152000;37.9;35.3
C136;1657155600;40.0;32.8
C136;1657159200;39.8;33.6
C136;1657162800;39.8;34.0
C136;1657166400;41.2;33.8
C136;1657170000;39.8;33.5
C136;1657173600;40.1;34.5
C136;1657177200;40.3;33.5
C136;1657180800;39.3;34.7
C136;1657184400;39.6;32.1
C136;1657188000;40.0;35.0
C136;1657191600;40.8;33.2
C136;1657195200;39.4;31.2
C136;1657198800;40.2;33.2
C136;1657202400;38.3;33.4
C136;1657206000;39.9;33.0
C136;1657209600;40.8;33.9
C136;1657213200;40.6;33.5
C136;1657216800;40.2;33.8
C136;1657220400;40.1;33.6
C136;1657224000;41.0;33.8
C136;1657227600;41.3;33.4
C136;1657231200;40.1;34.1
C136;1657234800;39.6;32.9
C136;1657238400;40.8;32.5
C136;1657242000;40.2;37.7
C136;1657245600;38.7;40.1
C136;1657249200;41.6;39.0
C136;1657252800;40.3;43.2
C136;1657256400;40.3;41.2
C136;1657260000;41.1;40.9
C136;1657263600;41.3;39.6
C136;1657267200;40.9;43.7
C136;1657270800;41.3;42.5
C136;1657274400;41.1;40.1
C136;1657278000;40.8;44.5
C136;1657281600;41.1;43.9
C136;1657285200;39.8;41.6
C136;1657288800;40.7;41.7
C136;1657292400;41.1;42.7
C136;1657296000;41.2;41.9
C136;1657299600;40.9;41.2
C136;1657303200;39.5;39.5
C136;1657306800;41.2;42.0
C136;1657310400;40.9;38.7
C136;1657314000;40.6;42.6
C136;1657317600;40.8;40.6
C136;1657321200;39.9;39.5
C136;1657324800;38.4;39.3
C136;1657328400;41.2;42.3
C136;1657332000;41.2;38.7
C136;1657335600;41.8;41.4
C136;1657339200;41.7;41.0
C136;1657342800;40.3;38.4
C136;1657346400;41.1;38.7
C136;1657350000;40.8;38.4
C136;1657353600;40.8;41.2
C136;1657357200;40.5;38.4
C136;1657360800;39.5;40.6
#---FIN---#
Se descargo historico
Se acabo el tiempo... Adios


Sent Log:

DT
