Received Log:

[9 jul. 2022 11:39:57 a. m.] ASCII:
#---INICIO DATOS---#
Visualiti;UNIX;RG1
ID;UXTIME;mm
M146;1655557835;0.2
M146;1655557843;0.2
M146;1655557851;0.2
M146;1655557901;0.2
M146;1655558221;0.2
M146;1655559300;0.2
M146;1655559846;0.2
M146;1655656335;0.2
M146;1655656354;0.2
M146;1655656370;0.2
M146;1655656378;0.2
M146;1655656384;0.2
M146;1655656391;0.2
M146;1655656398;0.2
M146;1655656414;0.2
M146;1655656474;0.2
M146;1655657003;0.2
M146;1655658664;0.2
M146;1655664302;0.2
M146;1655665782;0.2
M146;1655675944;0.2
M146;1655737690;0.2
M146;1655743383;0.2
M146;1655743405;0.2
M146;1655743421;0.2
M146;1655743438;0.2
M146;1655743454;0.2
M146;1655743464;0.2
M146;1655743475;0.2
M146;1655743485;0.2
M146;1655743493;0.2
M146;1655743504;0.2
M146;1655743512;0.2
M146;1655743519;0.2
M146;1655743528;0.2
M146;1655743537;0.2
M146;1655743546;0.2
M146;1655743556;0.2
M146;1655743568;0.2
M146;1655743578;0.2
M146;1655743588;0.2
M146;1655743599;0.2
M146;1655743609;0.2
M146;1655743619;0.2
M146;1655743632;0.2
M146;1655743644;0.2
M146;1655743656;0.2
M146;1655743666;0.2
M146;1655743675;0.2
M146;1655743684;0.2
M146;1655743696;0.2
M146;1655743707;0.2
M146;1655743717;0.2
M146;1655743729;0.2
M146;1655743742;0.2
M146;1655743756;0.2
M146;1655743768;0.2
M146;1655743781;0.2
M146;1655743797;0.2
M146;1655743806;0.2
M146;1655743815;0.2
M146;1655743824;0.2
M146;1655743835;0.2
M146;1655743846;0.2
M146;1655743859;0.2
M146;1655743879;0.2
M146;1655743924;0.2
M146;1655755934;0.2
M146;1655755982;0.2
M146;1655756086;0.2
M146;1655756234;0.2
M146;1655756483;0.2
M146;1655779045;0.2
M146;1655789652;0.2
M146;1655789809;0.2
M146;1655790020;0.2
M146;1655790928;0.2
M146;1655866421;0.2
M146;1655866437;0.2
M146;1655866451;0.2
M146;1655866502;0.2
M146;1655866584;0.2
M146;1655866752;0.2
M146;1655866810;0.2
M146;1655866834;0.2
M146;1655866853;0.2
M146;1655866872;0.2
M146;1655866894;0.2
M146;1655866920;0.2
M146;1655866946;0.2
M146;1655866969;0.2
M146;1655866986;0.2
M146;1655867002;0.2
M146;1655867018;0.2
M146;1655867031;0.2
M146;1655867045;0.2
M146;1655867058;0.2
M146;1655867075;0.2
M146;1655867099;0.2
M146;1655867125;0.2
M146;1655867164;0.2
M146;1655867221;0.2
M146;1655867259;0.2
M146;1655867276;0.2
M146;1655867288;0.2
M146;1655867297;0.2
M146;1655867307;0.2
M146;1655867317;0.2
M146;1655867328;0.2
M146;1655867339;0.2
M146;1655867349;0.2
M146;1655867359;0.2
M146;1655867368;0.2
M146;1655867375;0.2
M146;1655867383;0.2
M146;1655867388;0.2
M146;1655867396;0.2
M146;1655867408;0.2
M146;1655867422;0.2
M146;1655867438;0.2
M146;1655867457;0.2
M146;1655867481;0.2
M146;1655867508;0.2
M146;1655867535;0.2
M146;1655867578;0.2
M146;1655867641;0.2
M146;1655867671;0.2
M146;1655867685;0.2
M146;1655867700;0.2
M146;1655867715;0.2
M146;1655867731;0.2
M146;1655867759;0.2
M146;1655867849;0.2
M146;1655867923;0.2
M146;1655868003;0.2
M146;1655869338;0.2
M146;1655869506;0.2
M146;1655869807;0.2
M146;1655869892;0.2
M146;1655870007;0.2
M146;1655870227;0.2
M146;1655871625;0.2
M146;1655876502;0.2
M146;1655876563;0.2
M146;1655876621;0.2
M146;1655876678;0.2
M146;1655876806;0.2
M146;1655876884;0.2
M146;1655878597;0.2
M146;1655878652;0.2
M146;1655878699;0.2
M146;1655878773;0.2
M146;1655878793;0.2
M146;1655878814;0.2
M146;1655878858;0.2
M146;1655878922;0.2
M146;1655878952;0.2
M146;1655878965;0.2
M146;1655878984;0.2
M146;1655879008;0.2
M146;1655879146;0.2
M146;1655921153;0.2
M146;1655947635;0.2
M146;1655948799;0.2
M146;1655949038;0.2
M146;1655949189;0.2
M146;1655949350;0.2
M146;1655949535;0.2
M146;1655949677;0.2
M146;1655949879;0.2
M146;1655950194;0.2
M146;1655950519;0.2
M146;1655950845;0.2
M146;1655951327;0.2
M146;1655951737;0.2
M146;1655952249;0.2
M146;1655952523;0.2
M146;1655952767;0.2
M146;1655952986;0.2
M146;1655953107;0.2
M146;1655953205;0.2
M146;1655953344;0.2
M146;1655953494;0.2
M146;1655953701;0.2
M146;1655953864;0.2
M146;1655954199;0.2
M146;1655954481;0.2
M146;1655954844;0.2
M146;1655955024;0.2
M146;1655955427;0.2
M146;1655955521;0.2
M146;1655955599;0.2
M146;1655955668;0.2
M146;1655955715;0.2
M146;1655955760;0.2
M146;1655955797;0.2
M146;1655955830;0.2
M146;1655955864;0.2
M146;1655955898;0.2
M146;1655955931;0.2
M146;1655955962;0.2
M146;1655955986;0.2
M146;1655956003;0.2
M146;1655956016;0.2
M146;1655956031;0.2
M146;1655956044;0.2
M146;1655956057;0.2
M146;1655956070;0.2
M146;1655956086;0.2
M146;1655956101;0.2
M146;1655956117;0.2
M146;1655956133;0.2
M146;1655956147;0.2
M146;1655956161;0.2
M146;1655956175;0.2
M146;1655956189;0.2
M146;1655956199;0.2
M146;1655956210;0.2
M146;1655956221;0.2
M146;1655956233;0.2
M146;1655956247;0.2
M146;1655956261;0.2
M146;1655956275;0.2
M146;1655956289;0.2
M146;1655956304;0.2
M146;1655956319;0.2
M146;1655956334;0.2
M146;1655956347;0.2
M146;1655956361;0.2
M146;1655956374;0.2
M146;1655956390;0.2
M146;1655956403;0.2
M146;1655956413;0.2
M146;1655956424;0.2
M146;1655956436;0.2
M146;1655956444;0.2
M146;1655956453;0.2
M146;1655956462;0.2
M146;1655956473;0.2
M146;1655956483;0.2
M146;1655956494;0.2
M146;1655956504;0.2
M146;1655956515;0.2
M146;1655956527;0.2
M146;1655956536;0.2
M146;1655956545;0.2
M146;1655956556;0.2
M146;1655956565;0.2
M146;1655956574;0.2
M146;1655956585;0.2
M146;1655956596;0.2
M146;1655956607;0.2
M146;1655956617;0.2
M146;1655956627;0.2
M146;1655956634;0.2
M146;1655956642;0.2
M146;1655956650;0.2
M146;1655956659;0.2
M146;1655956668;0.2
M146;1655956675;0.2
M146;1655956683;0.2
M146;1655956689;0.2
M146;1655956698;0.2
M146;1655956706;0.2
M146;1655956715;0.2
M146;1655956722;0.2
M146;1655956732;0.2
M146;1655956740;0.2
M146;1655956747;0.2
M146;1655956753;0.2
M146;1655956761;0.2
M146;1655956768;0.2
M146;1655956774;0.2
M146;1655956780;0.2
M146;1655956788;0.2
M146;1655956795;0.2
M146;1655956802;0.2
M146;1655956810;0.2
M146;1655956817;0.2
M146;1655956825;0.2
M146;1655956833;0.2
M146;1655956841;0.2
M146;1655956849;0.2
M146;1655956858;0.2
M146;1655956869;0.2
M146;1655956878;0.2
M146;1655956886;0.2
M146;1655956894;0.2
M146;1655956903;0.2
M146;1655956911;0.2
M146;1655956919;0.2
M146;1655956928;0.2
M146;1655956936;0.2
M146;1655956944;0.2
M146;1655956951;0.2
M146;1655956959;0.2
M146;1655956968;0.2
M146;1655956976;0.2
M146;1655956985;0.2
M146;1655956992;0.2
M146;1655957000;0.2
M146;1655957008;0.2
M146;1655957015;0.2
M146;1655957024;0.2
M146;1655957035;0.2
M146;1655957047;0.2
M146;1655957059;0.2
M146;1655957075;0.2
M146;1655957091;0.2
M146;1655957113;0.2
M146;1655957136;0.2
M146;1655957164;0.2
M146;1655957198;0.2
M146;1655957239;0.2
M146;1655957331;0.2
M146;1655957449;0.2
M146;1655957558;0.2
M146;1655957681;0.2
M146;1655957827;0.2
M146;1655957937;0.2
M146;1655958051;0.2
M146;1655958176;0.2
M146;1655958298;0.2
M146;1655958410;0.2
M146;1655958534;0.2
M146;1655958625;0.2
M146;1655958748;0.2
M146;1655958903;0.2
M146;1655960082;0.2
M146;1655961129;0.2
M146;1655961392;0.2
M146;1655961662;0.2
M146;1655961800;0.2
M146;1655961892;0.2
M146;1655962087;0.2
M146;1655962206;0.2
M146;1655962301;0.2
M146;1655962420;0.2
M146;1655962505;0.2
M146;1655962600;0.2
M146;1655962677;0.2
M146;1655962742;0.2
M146;1655962788;0.2
M146;1655962853;0.2
M146;1655962906;0.2
M146;1655962954;0.2
M146;1655962992;0.2
M146;1655963030;0.2
M146;1655963070;0.2
M146;1655963103;0.2
M146;1655963143;0.2
M146;1655963185;0.2
M146;1655963231;0.2
M146;1655963277;0.2
M146;1655963333;0.2
M146;1655963441;0.2
M146;1655963777;0.2
M146;1655964020;0.2
M146;1655964087;0.2
M146;1655964149;0.2
M146;1655964219;0.2
M146;1655964292;0.2
M146;1655964521;0.2
M146;1655965367;0.2
M146;1655965862;0.2
M146;1655966258;0.2
M146;1655966324;0.2
M146;1655966405;0.2
M146;1655966528;0.2
M146;1655966877;0.2
M146;1655967257;0.2
M146;1655967417;0.2
M146;1655967617;0.2
M146;1655968331;0.2
M146;1655971630;0.2
M146;1655971846;0.2
M146;1655972534;0.2
M146;1655975107;0.2
M146;1655975242;0.2
M146;1655975352;0.2
M146;1655975462;0.2
M146;1655975561;0.2
M146;1655975630;0.2
M146;1655975698;0.2
M146;1655975763;0.2
M146;1655975832;0.2
M146;1655975898;0.2
M146;1655975979;0.2
M146;1655976051;0.2
M146;1655976115;0.2
M146;1655976183;0.2
M146;1655976247;0.2
M146;1655976320;0.2
M146;1655976402;0.2
M146;1655976485;0.2
M146;1655976576;0.2
M146;1655976674;0.2
M146;1655976774;0.2
M146;1655976903;0.2
M146;1655977096;0.2
M146;1655977230;0.2
M146;1655977371;0.2
M146;1655977649;0.2
M146;1655977810;0.2
M146;1655977918;0.2
M146;1655978023;0.2
M146;1655978134;0.2
M146;1655978254;0.2
M146;1655978373;0.2
M146;1655978490;0.2
M146;1655978615;0.2
M146;1655978741;0.2
M146;1655978835;0.2
M146;1655978964;0.2
M146;1655979098;0.2
M146;1655979241;0.2
M146;1655979542;0.2
M146;1655980130;0.2
M146;1655980902;0.2
M146;1655981196;0.2
M146;1655981376;0.2
M146;1655981485;0.2
M146;1655981571;0.2
M146;1655981672;0.2
M146;1655981801;0.2
M146;1655981930;0.2
M146;1655982059;0.2
M146;1655982173;0.2
M146;1655982334;0.2
M146;1655982632;0.2
M146;1655982985;0.2
M146;1655983587;0.2
M146;1655983929;0.2
M146;1655984123;0.2
M146;1655984216;0.2
M146;1655984300;0.2
M146;1655984358;0.2
M146;1655984430;0.2
M146;1655984505;0.2
M146;1655984607;0.2
M146;1655984689;0.2
M146;1655984765;0.2
M146;1655984802;0.2
M146;1655984846;0.2
M146;1655984925;0.2
M146;1655984982;0.2
M146;1655985024;0.2
M146;1655985063;0.2
M146;1655985101;0.2
M146;1655985157;0.2
M146;1655985215;0.2
M146;1655985284;0.2
M146;1655985398;0.2
M146;1655985504;0.2
M146;1655985608;0.2
M146;1655985678;0.2
M146;1655985737;0.2
M146;1655985789;0.2
M146;1655985841;0.2
M146;1655985897;0.2
M146;1655985956;0.2
M146;1655986025;0.2
M146;1655986138;0.2
M146;1655986298;0.2
M146;1655986427;0.2
M146;1655986561;0.2
M146;1655986678;0.2
M146;1655986736;0.2
M146;1655986806;0.2
M146;1655986929;0.2
M146;1655987224;0.2
M146;1655987466;0.2
M146;1655987676;0.2
M146;1655987832;0.2
M146;1655987931;0.2
M146;1655988001;0.2
M146;1655988054;0.2
M146;1655988100;0.2
M146;1655988166;0.2
M146;1655988274;0.2
M146;1655988412;0.2
M146;1655988501;0.2
M146;1655988612;0.2
M146;1655988692;0.2
M146;1655988750;0.2
M146;1655988784;0.2
M146;1655988831;0.2
M146;1655988911;0.2
M146;1655989039;0.2
M146;1655989157;0.2
M146;1655989273;0.2
M146;1655989483;0.2
M146;1656026363;0.2
M146;1656026506;0.2
M146;1656026576;0.2
M146;1656026617;0.2
M146;1656026655;0.2
M146;1656026692;0.2
M146;1656026723;0.2
M146;1656026751;0.2
M146;1656026778;0.2
M146;1656026811;0.2
M146;1656026884;0.2
M146;1656026953;0.2
M146;1656027083;0.2
M146;1656028184;0.2
M146;1656028433;0.2
M146;1656037961;0.2
M146;1656083618;0.2
M146;1656083677;0.2
M146;1656083727;0.2
M146;1656083775;0.2
M146;1656083807;0.2
M146;1656083835;0.2
M146;1656083857;0.2
M146;1656083873;0.2
M146;1656083890;0.2
M146;1656083908;0.2
M146;1656083922;0.2
M146;1656083938;0.2
M146;1656083954;0.2
M146;1656083967;0.2
M146;1656083982;0.2
M146;1656083994;0.2
M146;1656084007;0.2
M146;1656084020;0.2
M146;1656084031;0.2
M146;1656084042;0.2
M146;1656084053;0.2
M146;1656084065;0.2
M146;1656084078;0.2
M146;1656084087;0.2
M146;1656084096;0.2
M146;1656084103;0.2
M146;1656084112;0.2
M146;1656084121;0.2
M146;1656084131;0.2
M146;1656084140;0.2
M146;1656084149;0.2
M146;1656084158;0.2
M146;1656084167;0.2
M146;1656084176;0.2
M146;1656084185;0.2
M146;1656084195;0.2
M146;1656084204;0.2
M146;1656084216;0.2
M146;1656084227;0.2
M146;1656084239;0.2
M146;1656084253;0.2
M146;1656084267;0.2
M146;1656084282;0.2
M146;1656084301;0.2
M146;1656084322;0.2
M146;1656084343;0.2
M146;1656084363;0.2
M146;1656084380;0.2
M146;1656084396;0.2
M146;1656084414;0.2
M146;1656084430;0.2
M146;1656084444;0.2
M146;1656084460;0.2
M146;1656084477;0.2
M146;1656084495;0.2
M146;1656084515;0.2
M146;1656084534;0.2
M146;1656084553;0.2
M146;1656084574;0.2
M146;1656084600;0.2
M146;1656084627;0.2
M146;1656084662;0.2
M146;1656084696;0.2
M146;1656084727;0.2
M146;1656084765;0.2
M146;1656084794;0.2
M146;1656084826;0.2
M146;1656084870;0.2
M146;1656084920;0.2
M146;1656084974;0.2
M146;1656085010;0.2
M146;1656085035;0.2
M146;1656085048;0.2
M146;1656085065;0.2
M146;1656085079;0.2
M146;1656085093;0.2
M146;1656085106;0.2
M146;1656085119;0.2
M146;1656085134;0.2
M146;1656085152;0.2
M146;1656085169;0.2
M146;1656085183;0.2
M146;1656085204;0.2
M146;1656085229;0.2
M146;1656085261;0.2
M146;1656085291;0.2
M146;1656085323;0.2
M146;1656085357;0.2
M146;1656085393;0.2
M146;1656085440;0.2
M146;1656085496;0.2
M146;1656085550;0.2
M146;1656085606;0.2
M146;1656085671;0.2
M146;1656085764;0.2
M146;1656085930;0.2
M146;1656086263;0.2
M146;1656087027;0.2
M146;1656087528;0.2
M146;1656107820;0.2
M146;1656121179;0.2
M146;1656150779;0.2
M146;1656151104;0.2
M146;1656153769;0.2
M146;1656153850;0.2
M146;1656153930;0.2
M146;1656154018;0.2
M146;1656154131;0.2
M146;1656154366;0.2
M146;1656154644;0.2
M146;1656161495;0.2
M146;1656161583;0.2
M146;1656199792;0.2
M146;1656200441;0.2
M146;1656201153;0.2
M146;1656202557;0.2
M146;1656203889;0.2
M146;1656204582;0.2
M146;1656204834;0.2
M146;1656205529;0.2
M146;1656205599;0.2
M146;1656205640;0.2
M146;1656205690;0.2
M146;1656205744;0.2
M146;1656205791;0.2
M146;1656205832;0.2
M146;1656205870;0.2
M146;1656205919;0.2
M146;1656205972;0.2
M146;1656206040;0.2
M146;1656206109;0.2
M146;1656206190;0.2
M146;1656206301;0.2
M146;1656206437;0.2
M146;1656206561;0.2
M146;1656206691;0.2
M146;1656206773;0.2
M146;1656206854;0.2
M146;1656206955;0.2
M146;1656207081;0.2
M146;1656207246;0.2
M146;1656207733;0.2
M146;1656210065;0.2
M146;1656210357;0.2
M146;1656210685;0.2
M146;1656211027;0.2
M146;1656212091;0.2
M146;1656212546;0.2
M146;1656213389;0.2
M146;1656213898;0.2
M146;1656215483;0.2
M146;1656217069;0.2
M146;1656217228;0.2
M146;1656217385;0.2
M146;1656217777;0.2
M146;1656218311;0.2
M146;1656218505;0.2
M146;1656218721;0.2
M146;1656218954;0.2
M146;1656219346;0.2
M146;1656220265;0.2
M146;1656220891;0.2
M146;1656221747;0.2
M146;1656222027;0.2
M146;1656222794;0.2
M146;1656225115;0.2
M146;1656231701;0.2
M146;1656231740;0.2
M146;1656231792;0.2
M146;1656231902;0.2
M146;1656232187;0.2
M146;1656232554;0.2
M146;1656233420;0.2
M146;1656233691;0.2
M146;1656233869;0.2
M146;1656234123;0.2
M146;1656234935;0.2
M146;1656235438;0.2
M146;1656235920;0.2
M146;1656257317;0.2
M146;1656447290;0.2
M146;1656448101;0.2
M146;1656448361;0.2
M146;1656448597;0.2
M146;1656453023;0.2
M146;1656502571;0.2
M146;1656591058;0.2
M146;1656591588;0.2
M146;1656591606;0.2
M146;1656591614;0.2
M146;1656591628;0.2
M146;1656591637;0.2
M146;1656591650;0.2
M146;1656591667;0.2
M146;1656591678;0.2
M146;1656591684;0.2
M146;1656591688;0.2
M146;1656591692;0.2
M146;1656591697;0.2
M146;1656591703;0.2
M146;1656591710;0.2
M146;1656591717;0.2
M146;1656591724;0.2
M146;1656591729;0.2
M146;1656591736;0.2
M146;1656591740;0.2
M146;1656591747;0.2
M146;1656591752;0.2
M146;1656591757;0.2
M146;1656591761;0.2
M146;1656591766;0.2
M146;1656591772;0.2
M146;1656591779;0.2
M146;1656591802;0.2
M146;1656591843;0.2
M146;1656591851;0.2
M146;1656591858;0.2
M146;1656591865;0.2
M146;1656591873;0.2
M146;1656591889;0.2
M146;1656591910;0.2
M146;1656591929;0.2
M146;1656591947;0.2
M146;1656591960;0.2
M146;1656591971;0.2
M146;1656591978;0.2
M146;1656591990;0.2
M146;1656592005;0.2
M146;1656592018;0.2
M146;1656592030;0.2
M146;1656592039;0.2
M146;1656592047;0.2
M146;1656592054;0.2
M146;1656592064;0.2
M146;1656592072;0.2
M146;1656592079;0.2
M146;1656592086;0.2
M146;1656592092;0.2
M146;1656592098;0.2
M146;1656592105;0.2
M146;1656592112;0.2
M146;1656592119;0.2
M146;1656592128;0.2
M146;1656592135;0.2
M146;1656592143;0.2
M146;1656592152;0.2
M146;1656592160;0.2
M146;1656592166;0.2
M146;1656592172;0.2
M146;1656592179;0.2
M146;1656592185;0.2
M146;1656592193;0.2
M146;1656592201;0.2
M146;1656592210;0.2
M146;1656592219;0.2
M146;1656592228;0.2
M146;1656592236;0.2
M146;1656592246;0.2
M146;1656592257;0.2
M146;1656592266;0.2
M146;1656592275;0.2
M146;1656592287;0.2
M146;1656592300;0.2
M146;1656592309;0.2
M146;1656592317;0.2
M146;1656592325;0.2
M146;1656592334;0.2
M146;1656592341;0.2
M146;1656592349;0.2
M146;1656592361;0.2
M146;1656592378;0.2
M146;1656592397;0.2
M146;1656592416;0.2
M146;1656592439;0.2
M146;1656592461;0.2
M146;1656592479;0.2
M146;1656592500;0.2
M146;1656592525;0.2
M146;1656592572;0.2
M146;1656592624;0.2
M146;1656592660;0.2
M146;1656592701;0.2
M146;1656592743;0.2
M146;1656592791;0.2
M146;1656592840;0.2
M146;1656592896;0.2
M146;1656592977;0.2
M146;1656593099;0.2
M146;1656593193;0.2
M146;1656593324;0.2
M146;1656593491;0.2
M146;1656593616;0.2
M146;1656593726;0.2
M146;1656593874;0.2
M146;1656593953;0.2
M146;1656594003;0.2
M146;1656594063;0.2
M146;1656594119;0.2
M146;1656594166;0.2
M146;1656594208;0.2
M146;1656594259;0.2
M146;1656594312;0.2
M146;1656594366;0.2
M146;1656594405;0.2
M146;1656594437;0.2
M146;1656594463;0.2
M146;1656594489;0.2
M146;1656594515;0.2
M146;1656594537;0.2
M146;1656594558;0.2
M146;1656594576;0.2
M146;1656594593;0.2
M146;1656594609;0.2
M146;1656594629;0.2
M146;1656594651;0.2
M146;1656594689;0.2
M146;1656594728;0.2
M146;1656594759;0.2
M146;1656594790;0.2
M146;1656594820;0.2
M146;1656594854;0.2
M146;1656594896;0.2
M146;1656594940;0.2
M146;1656594986;0.2
M146;1656595032;0.2
M146;1656595070;0.2
M146;1656595108;0.2
M146;1656595144;0.2
M146;1656595185;0.2
M146;1656595252;0.2
M146;1656595348;0.2
M146;1656595854;0.2
M146;1656645520;0.2
M146;1656645853;0.2
M146;1656658677;0.2
M146;1656659518;0.2
M146;1656768009;0.2
M146;1656768032;0.2
M146;1656768049;0.2
M146;1656768063;0.2
M146;1656768076;0.2
M146;1656768090;0.2
M146;1656768101;0.2
M146;1656768111;0.2
M146;1656768118;0.2
M146;1656768126;0.2
M146;1656768133;0.2
M146;1656768141;0.2
M146;1656768148;0.2
M146;1656768155;0.2
M146;1656768161;0.2
M146;1656768169;0.2
M146;1656768175;0.2
M146;1656768182;0.2
M146;1656768188;0.2
M146;1656768194;0.2
M146;1656768200;0.2
M146;1656768206;0.2
M146;1656768211;0.2
M146;1656768217;0.2
M146;1656768222;0.2
M146;1656768228;0.2
M146;1656768234;0.2
M146;1656768240;0.2
M146;1656768247;0.2
M146;1656768253;0.2
M146;1656768261;0.2
M146;1656768268;0.2
M146;1656768276;0.2
M146;1656768282;0.2
M146;1656768288;0.2
M146;1656768294;0.2
M146;1656768301;0.2
M146;1656768308;0.2
M146;1656768316;0.2
M146;1656768324;0.2
M146;1656768333;0.2
M146;1656768345;0.2
M146;1656768357;0.2
M146;1656768369;0.2
M146;1656768382;0.2
M146;1656768396;0.2
M146;1656768412;0.2
M146;1656768431;0.2
M146;1656768448;0.2
M146;1656768464;0.2
M146;1656768480;0.2
M146;1656768496;0.2
M146;1656768515;0.2
M146;1656768532;0.2
M146;1656768554;0.2
M146;1656768575;0.2
M146;1656768599;0.2
M146;1656768622;0.2
M146;1656768649;0.2
M146;1656768681;0.2
M146;1656768721;0.2
M146;1656768763;0.2
M146;1656768798;0.2
M146;1656768822;0.2
M146;1656768845;0.2
M146;1656768870;0.2
M146;1656768884;0.2
M146;1656768900;0.2
M146;1656768916;0.2
M146;1656768932;0.2
M146;1656768951;0.2
M146;1656768976;0.2
M146;1656769000;0.2
M146;1656769022;0.2
M146;1656769046;0.2
M146;1656769072;0.2
M146;1656769099;0.2
M146;1656769125;0.2
M146;1656769149;0.2
M146;1656769173;0.2
M146;1656769194;0.2
M146;1656769215;0.2
M146;1656769238;0.2
M146;1656769261;0.2
M146;1656769282;0.2
M146;1656769302;0.2
M146;1656769323;0.2
M146;1656769349;0.2
M146;1656769378;0.2
M146;1656769414;0.2
M146;1656769460;0.2
M146;1656769519;0.2
M146;1656769627;0.2
M146;1656769713;0.2
M146;1656769791;0.2
M146;1656769885;0.2
M146;1656769975;0.2
M146;1656770111;0.2
M146;1656770405;0.2
M146;1656770568;0.2
M146;1656770720;0.2
M146;1656771301;0.2
M146;1656771461;0.2
M146;1656771759;0.2
M146;1656911730;0.2
M146;1656911807;0.2
M146;1656911904;0.2
M146;1656912912;0.2
M146;1656922618;0.2
M146;1656922762;0.2
M146;1656923024;0.2
M146;1656923095;0.2
M146;1656923132;0.2
M146;1656923162;0.2
M146;1656923192;0.2
M146;1656923233;0.2
M146;1656923327;0.2
M146;1656923455;0.2
M146;1656923527;0.2
M146;1656923631;0.2
M146;1656923911;0.2
M146;1656924090;0.2
M146;1656924274;0.2
M146;1656924428;0.2
M146;1656925059;0.2
M146;1656926537;0.2
M146;1656947865;0.2
M146;1656947905;0.2
M146;1656947946;0.2
M146;1656948011;0.2
M146;1656948170;0.2
M146;1656948301;0.2
M146;1656948331;0.2
M146;1656948372;0.2
M146;1656948418;0.2
M146;1656948458;0.2
M146;1656948507;0.2
M146;1656948565;0.2
M146;1656948652;0.2
M146;1656948686;0.2
M146;1656948716;0.2
M146;1656948746;0.2
M146;1656948779;0.2
M146;1656948821;0.2
M146;1656948879;0.2
M146;1656948938;0.2
M146;1656949034;0.2
M146;1656949205;0.2
M146;1656949630;0.2
M146;1656950050;0.2
M146;1656950252;0.2
M146;1656952620;0.2
M146;1656952970;0.2
M146;1656953218;0.2
M146;1656953548;0.2
M146;1656953929;0.2
M146;1656954348;0.2
M146;1656954836;0.2
M146;1656955300;0.2
M146;1656955400;0.2
M146;1656955473;0.2
M146;1656955569;0.2
M146;1656955671;0.2
M146;1656955744;0.2
M146;1656955793;0.2
M146;1656955826;0.2
M146;1656955853;0.2
M146;1656955877;0.2
M146;1656955897;0.2
M146;1656955919;0.2
M146;1656955936;0.2
M146;1656955955;0.2
M146;1656955972;0.2
M146;1656955989;0.2
M146;1656956011;0.2
M146;1656956036;0.2
M146;1656956059;0.2
M146;1656956083;0.2
M146;1656956111;0.2
M146;1656956140;0.2
M146;1656956176;0.2
M146;1656956216;0.2
M146;1656956264;0.2
M146;1656956319;0.2
M146;1656956386;0.2
M146;1656956456;0.2
M146;1656956534;0.2
M146;1656956587;0.2
M146;1656956635;0.2
M146;1656956688;0.2
M146;1656956742;0.2
M146;1656956800;0.2
M146;1656956865;0.2
M146;1656956920;0.2
M146;1656956977;0.2
M146;1656957025;0.2
M146;1656957070;0.2
M146;1656957121;0.2
M146;1656957167;0.2
M146;1656957212;0.2
M146;1656957262;0.2
M146;1656957334;0.2
M146;1656957417;0.2
M146;1656957502;0.2
M146;1656957581;0.2
M146;1656957678;0.2
M146;1656957800;0.2
M146;1656957927;0.2
M146;1656958042;0.2
M146;1656958199;0.2
M146;1656958551;0.2
M146;1656959883;0.2
M146;1656960077;0.2
M146;1656960199;0.2
M146;1656960319;0.2
M146;1656960426;0.2
M146;1656960553;0.2
M146;1656960709;0.2
M146;1656960893;0.2
M146;1656961133;0.2
M146;1656961504;0.2
M146;1656961731;0.2
M146;1656961858;0.2
M146;1656961967;0.2
M146;1656962096;0.2
M146;1656962213;0.2
M146;1656962361;0.2
M146;1656962544;0.2
M146;1656962750;0.2
M146;1656962954;0.2
M146;1656963380;0.2
M146;1656963883;0.2
M146;1656972410;0.2
M146;1656990580;0.2
M146;1656990938;0.2
M146;1656991106;0.2
M146;1656991245;0.2
M146;1656991348;0.2
M146;1656991501;0.2
M146;1656991597;0.2
M146;1656991674;0.2
M146;1656991751;0.2
M146;1656991832;0.2
M146;1656991912;0.2
M146;1656992002;0.2
M146;1656992093;0.2
M146;1656992186;0.2
M146;1656992298;0.2
M146;1656992457;0.2
M146;1656993026;0.2
M146;1656993201;0.2
M146;1656993382;0.2
M146;1656993550;0.2
M146;1656994298;0.2
M146;1656997761;0.2
M146;1656997946;0.2
M146;1656998043;0.2
M146;1656998177;0.2
M146;1656998331;0.2
M146;1656998407;0.2
M146;1656998462;0.2
M146;1656998513;0.2
M146;1656998564;0.2
M146;1656998626;0.2
M146;1656998713;0.2
M146;1656998829;0.2
M146;1656998949;0.2
M146;1656999205;0.2
M146;1656999734;0.2
M146;1657000425;0.2
M146;1657001442;0.2
M146;1657002760;0.2
M146;1657002898;0.2
M146;1657003098;0.2
M146;1657004000;0.2
M146;1657088055;0.2
M146;1657088650;0.2
M146;1657089058;0.2
M146;1657089966;0.2
M146;1657090093;0.2
M146;1657090155;0.2
M146;1657090209;0.2
M146;1657090260;0.2
M146;1657090302;0.2
M146;1657090349;0.2
M146;1657090422;0.2
M146;1657090514;0.2
M146;1657090598;0.2
M146;1657090823;0.2
M146;1657193936;0.2
M146;1657194278;0.2
M146;1657194404;0.2
M146;1657194424;0.2
M146;1657194500;0.2
M146;1657195720;0.2
M146;1657195779;0.2
M146;1657195859;0.2
M146;1657196002;0.2
M146;1657237310;0.2
M146;1657237455;0.2
M146;1657237982;0.2
M146;1657238456;0.2
M146;1657238471;0.2
M146;1657238482;0.2
M146;1657238493;0.2
M146;1657238506;0.2
M146;1657238521;0.2
M146;1657238537;0.2
M146;1657238559;0.2
M146;1657238586;0.2
M146;1657238628;0.2
M146;1657238770;0.2
M146;1657239106;0.2
M146;1657239201;0.2
M146;1657239330;0.2
M146;1657239367;0.2
